phenotype,Allelotype_pair,estimate_add1,se_add1,z_add1,p_add1,estimate_add2,se_add2,z_add2,p_add2,estimate_int,se_int,z_int,p_int,adj_p_add1,adj_p_add2,adj_p_int
HC295,DRB1_301-DQB1_201,0.1477389,0.1450899,1.018,0.309,-0.0971296,0.145372,-0.668,0.504,0.0422205,0.0407068,1.037,0.3,1,1,1
HC295,DRB1_301-DRB3_101,0.0864042,0.0465882,1.855,0.0636,0.0230117,0.0392147,0.587,0.5573,0.0015024,0.037829,0.04,0.9683,0.651597,1,1
HC295,DRB1_301-A_101,0.043129,0.033944,1.271,0.2039,0.021372,0.027094,0.789,0.4302,0.059623,0.034034,1.752,0.0798,1,1,1
HC295,DQB1_201-DRB3_101,0.065245,0.045692,1.428,0.153,0.021127,0.038731,0.545,0.585,0.018975,0.037509,0.506,0.613,1,1,1
HC295,DQB1_201-A_101,0.0363386,0.0337877,1.075,0.2822,0.0222985,0.0270336,0.825,0.4095,0.0647193,0.0339726,1.905,0.0568,1,1,1
HC295,DRB3_101-A_101,0.0305771,0.0311984,0.98,0.327,0.031036,0.0274961,1.129,0.259,0.054629,0.0327829,1.666,0.0956,1,1,1
HC150,DQA1_501-DQB1_201,-0.141101,0.097048,-1.454,0.146,0.125727,0.215533,0.583,0.56,-0.240116,0.167266,-1.436,0.151,1,1,1
HC151,DRB5_101-DRB1_1501,0.528071,0.467816,1.129,0.259,0.652714,0.466158,1.4,0.1615,-0.168607,0.065849,-2.56,0.0105,1,1,0.950231178
HC151,DRB5_101-DRB5_9901,0.492081,0.217818,2.259,0.0239,-0.349883,0.211048,-1.658,0.0973,0.168306,0.065613,2.565,0.0103,0.247479973,1,0.937419155
HC151,DRB5_101-DQB1_602,1.12E+00,2.11E-01,5.319,1.04E-07,4.74E-03,2.21E-01,0.021,0.9829,-1.34E-01,6.68E-02,-2.006,0.0449,1.34E-06,1,1
HC151,DRB5_101-DQA1_102,1.008423,0.126896,7.947,1.91E-15,0.156611,0.094701,1.654,0.0982,-0.146991,0.065361,-2.249,0.0245,3.69E-14,1,1
HC151,DRB5_101-DRB4_9901,1.53E+00,1.51E-01,10.132,2.00E-16,3.50E-01,5.55E-02,6.302,2.94E-10,-4.02E-01,8.50E-02,-4.734,2.20E-06,4.06E-15,1.60E-08,0.001000317
HC151,DRB5_101-B_702,0.975521,0.058385,16.708,2.00E-16,-0.124756,0.083729,-1.49,0.136,0.003748,0.069532,0.054,0.957,4.06E-15,1,1
HC151,DRB5_101-DRB4_103,0.7961246,0.0475851,16.731,2.00E-16,-0.3405187,0.0634376,-5.368,7.97E-08,0.3459979,0.099936,3.462,0.000536,4.06E-15,2.76E-06,0.106167964
HC151,DRB5_101-C_702,0.98559,0.058306,16.904,2.00E-16,-0.115528,0.080072,-1.443,0.149,-0.013426,0.068499,-0.196,0.845,4.06E-15,1,1
HC151,DRB5_101-DQA1_301,0.835612,0.04569,18.289,2.00E-16,-0.272174,0.065896,-4.13,3.62E-05,0.237851,0.1086,2.19,0.0285,4.06E-15,0.000627692,1
HC151,DRB5_101-A_201,0.887658,0.050806,17.471,2.00E-16,-0.385886,0.062312,-6.193,5.91E-10,0.053824,0.070973,0.758,0.4482,4.06E-15,3.07E-08,1
HC151,DRB5_101-DRB1_401,0.8566321,0.0434293,19.725,2.00E-16,-0.439298,0.0955765,-4.596,4.30E-06,0.3118393,0.1567713,1.989,0.0467,4.06E-15,9.52E-05,1
HC151,DRB5_101-DQB1_301,0.8661623,0.045124,19.195,2.00E-16,-0.1923712,0.0685271,-2.807,0.005,0.1729418,0.1149536,1.504,0.132,4.06E-15,0.062324237,1
HC151,DRB5_101-B_1801,0.952667,0.043019,22.145,2.00E-16,0.642308,0.107667,5.966,2.44E-09,-0.418891,0.132928,-3.151,0.00163,4.06E-15,1.14E-07,0.246382892
HC151,DRB5_101-A_301,0.861333,0.051334,16.779,2.00E-16,-0.002667,0.073647,-0.036,0.971,0.104412,0.071371,1.463,0.143,4.06E-15,1,1
HC151,DRB5_101-DQB1_302,0.885199,0.04318,20.5,2.00E-16,-0.209369,0.086673,-2.416,0.0157,0.179185,0.148044,1.21,0.2261,4.06E-15,0.187279865,1
HC151,DRB5_101-DRB1_701,0.849484,0.044841,18.944,2.00E-16,-0.236093,0.075535,-3.126,0.001774,0.452853,0.118721,3.814,0.000137,4.06E-15,0.023099696,0.034810484
HC151,DRB5_101-B_4402,0.909699,0.043934,20.706,2.00E-16,-0.249285,0.086909,-2.868,0.00413,-0.0511,0.112756,-0.453,0.65041,4.06E-15,0.051853905,1
HC151,DRB5_101-DQA1_201,0.848525,0.044855,18.917,2.00E-16,-0.222944,0.075034,-2.971,0.00297,0.455858,0.117899,3.867,0.00011,4.06E-15,0.037835252,0.029205462
HC151,DRB5_101-DQA1_101,0.941896,0.043908,21.452,2.00E-16,0.036119,0.068232,0.529,0.5966,-0.345517,0.135685,-2.546,0.0109,4.06E-15,1,0.980112252
HC151,DRB5_101-DQA1_103,0.916465,0.041785,21.933,2.00E-16,-0.166574,0.115259,-1.445,0.1484,-0.375381,0.243037,-1.545,0.1225,4.06E-15,1,1
HC151,DRB5_101-C_304,0.892447,0.04316,20.678,2.00E-16,-0.341625,0.105114,-3.25,0.00115,0.177343,0.131405,1.35,0.17715,4.06E-15,0.015271907,1
HC151,DRB5_101-DRB1_1301,0.919967,0.041669,22.078,2.00E-16,-0.118001,0.117474,-1.004,0.3151,-0.535643,0.264288,-2.027,0.0427,4.06E-15,1,1
HC151,DRB5_101-B_2705,0.893536,0.041863,21.344,2.00E-16,-0.54327,0.161923,-3.355,0.000793,0.25643,0.1979,1.296,0.19506,4.06E-15,0.010763894,1
HC151,DRB5_101-DQB1_603,0.919614,0.042029,21.88,2.00E-16,-0.092571,0.116549,-0.794,0.427,-0.649398,0.266961,-2.433,0.015,4.06E-15,1,1
HC151,DRB5_101-C_102,0.905431,0.041538,21.797,2.00E-16,-0.438244,0.164803,-2.659,0.00783,0.05111,0.232459,0.22,0.82597,4.06E-15,0.09583411,1
HC151,DRB5_101-DRB1_1303,0.927515,0.041263,22.478,2.00E-16,0.801583,0.184924,4.335,1.46E-05,0.030516,0.327751,0.093,0.926,4.06E-15,0.000280771,1
HC151,DRB5_101-DRB3_9901,0.86635,0.144953,5.977,2.28E-09,-0.156986,0.05049,-3.109,0.00188,0.061944,0.081334,0.762,0.4463,3.23E-08,0.024417666,1
HC151,DRB1_1501-DRB5_9901,4.99E-01,2.08E-01,2.403,0.01625,-3.40E-01,2.00E-01,-1.697,0.08963,1.75E-01,6.60E-02,2.66,0.00781,0.168747987,1,0.782451054
HC151,DRB1_1501-DQB1_602,1.1184256,0.2115734,5.286,1.25E-07,0.0200246,0.2214948,0.09,0.928,-0.1425043,0.0672517,-2.119,0.0341,1.60E-06,1,1
HC151,DRB1_1501-DQA1_102,1.021788,0.127441,8.018,1.08E-15,0.153117,0.095346,1.606,0.1083,-0.155151,0.065757,-2.359,0.0183,2.11E-14,1,1
HC151,DRB1_1501-DRB4_9901,1.546121,0.151397,10.212,2.00E-16,0.349281,0.055554,6.287,3.23E-10,-0.410154,0.085082,-4.821,1.43E-06,4.06E-15,1.75E-08,0.000677641
HC151,DRB1_1501-B_702,0.979269,0.058443,16.756,2.00E-16,-0.120853,0.0839,-1.44,0.15,-0.003432,0.069845,-0.049,0.961,4.06E-15,1,1
HC151,DRB1_1501-DRB4_103,0.794815,0.0477511,16.645,2.00E-16,-0.3404099,0.0634538,-5.365,8.11E-08,0.3463659,0.1001543,3.458,0.000544,4.06E-15,2.81E-06,0.107373817
HC151,DRB1_1501-C_702,0.987291,0.058384,16.91,2.00E-16,-0.109847,0.080147,-1.371,0.171,-0.019345,0.068749,-0.281,0.778,4.06E-15,1,1
HC151,DRB1_1501-DQA1_301,0.834996,0.045833,18.218,2.00E-16,-0.2723,0.065908,-4.132,3.60E-05,0.234116,0.108879,2.15,0.0315,4.06E-15,0.000624417,1
HC151,DRB1_1501-A_201,0.885719,0.050982,17.373,2.00E-16,-0.383642,0.062311,-6.157,7.42E-10,0.055498,0.071136,0.78,0.4353,4.06E-15,3.80E-08,1
HC151,DRB1_1501-DRB1_401,0.855496,0.043581,19.63,2.00E-16,-0.439008,0.095585,-4.593,4.37E-06,0.317293,0.15681,2.023,0.043,4.06E-15,9.65E-05,1
HC151,DRB1_1501-DQB1_301,0.865759,0.045265,19.126,2.00E-16,-0.192261,0.068531,-2.805,0.00502,0.167181,0.115238,1.451,0.14685,4.06E-15,0.062559647,1
HC151,DRB1_1501-B_1801,0.952876,0.043172,22.072,2.00E-16,0.646462,0.107753,5.999,1.98E-09,-0.431519,0.133256,-3.238,0.0012,4.06E-15,9.35E-08,0.198482961
HC151,DRB1_1501-A_301,0.867981,0.051391,16.89,2.00E-16,0.003156,0.073713,0.043,0.966,0.089181,0.071779,1.242,0.214,4.06E-15,1,1
HC151,DRB1_1501-DQB1_302,0.884079,0.04333,20.403,2.00E-16,-0.209118,0.086681,-2.412,0.0158,0.184529,0.148084,1.246,0.2127,4.06E-15,0.188432702,1
HC151,DRB1_1501-DRB1_701,0.847148,0.045036,18.811,2.00E-16,-0.235142,0.075549,-3.112,0.00186,0.469072,0.118527,3.958,7.57E-05,4.06E-15,0.024177476,0.021254341
HC151,DRB1_1501-B_4402,0.907631,0.04409,20.586,2.00E-16,-0.250048,0.086943,-2.876,0.00403,-0.042535,0.11288,-0.377,0.70631,4.06E-15,0.050632325,1
HC151,DRB1_1501-DQA1_201,0.846178,0.04505,18.783,2.00E-16,-0.222019,0.075048,-2.958,0.00309,0.472189,0.117711,4.011,6.04E-05,4.06E-15,0.039283741,0.017898205
HC151,DRB1_1501-DQA1_101,0.940616,0.044079,21.34,2.00E-16,0.036931,0.068247,0.541,0.5884,-0.328825,0.135078,-2.434,0.0149,4.06E-15,1,1
HC151,DRB1_1501-DQA1_103,0.914761,0.041942,21.81,2.00E-16,-0.166527,0.115262,-1.445,0.149,-0.369853,0.243061,-1.522,0.128,4.06E-15,1,1
HC151,DRB1_1501-C_304,0.889674,0.043318,20.538,2.00E-16,-0.350851,0.105508,-3.325,0.000883,0.197703,0.131088,1.508,0.131509,4.06E-15,0.011900661,1
HC151,DRB1_1501-DRB1_1301,0.918735,0.041807,21.975,2.00E-16,-0.12004,0.117503,-1.022,0.307,-0.525336,0.264574,-1.986,0.0471,4.06E-15,1,1
HC151,DRB1_1501-B_2705,0.890767,0.042017,21.2,2.00E-16,-0.544462,0.161937,-3.362,0.000773,0.264914,0.197939,1.338,0.180778,4.06E-15,0.010510205,1
HC151,DRB1_1501-DQB1_603,0.916961,0.042173,21.743,2.00E-16,-0.094126,0.116564,-0.807,0.419,-0.643592,0.2671,-2.41,0.016,4.06E-15,1,1
HC151,DRB1_1501-C_102,0.904533,0.041677,21.703,2.00E-16,-0.437423,0.164769,-2.655,0.00794,0.055509,0.232309,0.239,0.81115,4.06E-15,0.09710636,1
HC151,DRB1_1501-DRB1_1303,0.926659,0.041397,22.384,2.00E-16,0.801209,0.184932,4.332,1.47E-05,0.042104,0.327788,0.128,0.898,4.06E-15,0.000282549,1
HC151,DRB1_1501-DRB3_9901,0.853766,0.145259,5.878,4.16E-09,-0.153167,0.050551,-3.03,0.00245,0.066721,0.081543,0.818,0.41323,5.80E-08,0.031482297,1
HC151,DRB5_9901-DQB1_602,-0.6629659,0.1445232,-4.587,4.49E-06,0.1959374,0.1555566,1.26,0.2078,0.1268385,0.0666886,1.902,0.0572,5.22E-05,1,1
HC151,DRB5_9901-DQA1_102,-0.937582,0.123462,-7.594,3.10E-14,-0.081215,0.138943,-0.585,0.5589,0.119439,0.063475,1.882,0.0599,5.60E-13,1,1
HC151,DRB5_9901-DRB4_9901,-1.443674,0.1501672,-9.614,2.00E-16,-0.3921374,0.1455598,-2.694,0.00706,0.3664054,0.0841693,4.353,1.34E-05,4.06E-15,0.086788138,0.004870327
HC151,DRB5_9901-B_702,-0.925195,0.057114,-16.199,2.00E-16,-0.07525,0.091601,-0.821,0.4114,-0.017367,0.069237,-0.251,0.8019,4.06E-15,1,1
HC151,DRB5_9901-DRB4_103,-0.7723374,0.0472161,-16.358,2.00E-16,0.3076935,0.1708413,1.801,0.0717,-0.3220129,0.0994564,-3.238,0.0012,4.06E-15,0.815278258,0.198482961
HC151,DRB5_9901-C_702,-0.93644,0.057105,-16.399,2.00E-16,-0.102322,0.091821,-1.114,0.2651,0.001681,0.068129,0.025,0.9803,4.06E-15,1,1
HC151,DRB5_9901-DQA1_301,-0.812866,0.045304,-17.942,2.00E-16,0.131512,0.188391,0.698,0.4851,-0.196879,0.108352,-1.817,0.0692,4.06E-15,1,1
HC151,DRB5_9901-A_201,-0.855463,0.050402,-16.973,2.00E-16,-0.265131,0.107936,-2.456,0.014,-0.063036,0.070408,-0.895,0.3706,4.06E-15,0.167588559,1
HC151,DRB5_9901-DRB1_401,-0.830888,0.04307,-19.291,2.00E-16,0.118138,0.268563,0.44,0.66,-0.276071,0.156811,-1.761,0.0783,4.06E-15,1,1
HC151,DRB5_9901-DQB1_301,-0.8322242,0.0448407,-18.56,2.00E-16,0.187559,0.1970993,0.952,0.3413,-0.1975802,0.1136779,-1.738,0.0822,4.06E-15,1,1
HC151,DRB5_9901-B_1801,-0.922657,0.0427,-21.608,2.00E-16,-0.161132,0.207796,-0.775,0.43808,0.397058,0.13129,3.024,0.00249,4.06E-15,1,0.336519381
HC151,DRB5_9901-A_301,-0.8365556,0.050767,-16.478,2.00E-16,0.2005643,0.1003619,1.998,0.0457,-0.095911,0.0711115,-1.349,0.1774,4.06E-15,0.527708019,1
HC151,DRB5_9901-DQB1_302,-0.860343,0.042833,-20.086,2.00E-16,0.073642,0.257416,0.286,0.7748,-0.134279,0.147848,-0.908,0.3638,4.06E-15,1,1
HC151,DRB5_9901-DRB1_701,-0.822692,0.044527,-18.476,2.00E-16,0.660466,0.199549,3.31,0.000934,-0.446404,0.117933,-3.785,0.000154,4.06E-15,0.012556372,0.038179855
HC151,DRB5_9901-B_4402,-0.88476,0.043558,-20.312,2.00E-16,-0.385192,0.183377,-2.101,0.0357,0.075227,0.112435,0.669,0.5035,4.06E-15,0.415784033,1
HC151,DRB5_9901-DQA1_201,-0.821758,0.044539,-18.45,2.00E-16,0.678296,0.198204,3.422,0.000621,-0.448672,0.117122,-3.831,0.000128,4.06E-15,0.008545943,0.032745921
HC151,DRB5_9901-DQA1_101,-0.922751,0.043647,-21.141,2.00E-16,-0.75326,0.236471,-3.185,0.00145,0.403002,0.130464,3.089,0.00201,4.06E-15,0.019059808,0.289409787
HC151,DRB5_9901-DQA1_103,-0.888411,0.041416,-21.451,2.00E-16,-0.932277,0.453992,-2.054,0.04,0.39146,0.248648,1.574,0.1154,4.06E-15,0.464083783,1
HC151,DRB5_9901-C_304,-0.86406,0.042814,-20.182,2.00E-16,-0.01083,0.209761,-0.052,0.9588,-0.161595,0.130906,-1.234,0.217,4.06E-15,1,1
HC151,DRB5_9901-DRB1_1301,-0.890244,0.041369,-21.52,2.00E-16,-1.044047,0.465103,-2.245,0.0248,0.458356,0.253577,1.808,0.0707,4.06E-15,0.29152661,1
HC151,DRB5_9901-B_2705,-0.867587,0.04152,-20.896,2.00E-16,-0.104657,0.315949,-0.331,0.7405,-0.209242,0.198157,-1.056,0.291,4.06E-15,1,1
HC151,DRB5_9901-DQB1_603,-0.889985,0.041717,-21.334,2.00E-16,-1.226016,0.470763,-2.604,0.00921,0.562675,0.255403,2.203,0.02759,4.06E-15,0.111955755,1
HC151,DRB5_9901-C_102,-0.877349,0.041215,-21.287,2.00E-16,-0.344714,0.380401,-0.906,0.3648,-0.047323,0.228981,-0.207,0.8363,4.06E-15,1,1
HC151,DRB5_9901-DRB1_1303,-0.898421,0.040946,-21.942,2.00E-16,0.978453,0.556736,1.757,0.0788,-0.096673,0.322014,-0.3,0.764,4.06E-15,0.892306121,1
HC151,DRB5_9901-DRB3_9901,-0.786868,0.139994,-5.621,1.90E-08,0.024245,0.140538,0.173,0.863,-0.090603,0.07898,-1.147,0.2513,2.56E-07,1,1
HC151,DQB1_602-DQA1_102,0.8583855,0.1216677,7.055,1.72E-12,0.235391,0.0890396,2.644,0.0082,-0.1040603,0.0662423,-1.571,0.1162,2.87E-11,0.100057351,1
HC151,DQB1_602-DRB4_9901,1.493929,0.153807,9.713,2.00E-16,0.352403,0.055315,6.371,1.88E-10,-0.389344,0.086474,-4.502,6.72E-06,4.06E-15,1.07E-08,0.002695399
HC151,DQB1_602-B_702,0.9380131,0.059876,15.666,2.00E-16,-0.1135041,0.0832076,-1.364,0.173,0.024616,0.0701073,0.351,0.725,4.06E-15,1,1
HC151,DQB1_602-DRB4_103,0.784975,0.04843,16.208,2.00E-16,-0.33964,0.06312,-5.381,7.41E-08,0.317016,0.101932,3.11,0.00187,4.06E-15,2.59E-06,0.274890674
HC151,DQB1_602-C_702,0.944796,0.059837,15.789,2.00E-16,-0.102689,0.079469,-1.292,0.1963,0.010404,0.069036,0.151,0.8802,4.06E-15,1,1
HC151,DQB1_602-DQA1_301,0.8246852,0.0465573,17.713,2.00E-16,-0.267579,0.0655223,-4.084,4.43E-05,0.21932,0.1103911,1.987,0.0469,4.06E-15,0.000751549,1
HC151,DQB1_602-A_201,0.8627254,0.0517908,16.658,2.00E-16,-0.3964359,0.0623463,-6.359,2.04E-10,0.078459,0.072336,1.085,0.278,4.06E-15,1.15E-08,1
HC151,DQB1_602-DRB1_401,0.845876,0.044268,19.108,2.00E-16,-0.430872,0.094851,-4.543,5.56E-06,0.292044,0.158801,1.839,0.0659,4.06E-15,0.000119303,1
HC151,DQB1_602-DQB1_301,0.859156,0.045932,18.705,2.00E-16,-0.181613,0.067984,-2.671,0.00755,0.130977,0.117374,1.116,0.26447,4.06E-15,0.092568502,1
HC151,DQB1_602-B_1801,0.9364508,0.043837,21.362,2.00E-16,0.6180535,0.1083746,5.703,1.18E-08,-0.3876992,0.1359529,-2.852,0.00435,4.06E-15,4.83E-07,0.512097482
HC151,DQB1_602-A_301,0.845745,0.052576,16.086,2.00E-16,0.015643,0.073044,0.214,0.83,0.102171,0.07216,1.416,0.157,4.06E-15,1,1
HC151,DQB1_602-DQB1_302,0.871843,0.044017,19.807,2.00E-16,-0.21276,0.086417,-2.462,0.0138,0.178084,0.15019,1.186,0.2357,4.06E-15,0.165282521,1
HC151,DQB1_602-DRB1_701,0.8356004,0.0456755,18.294,2.00E-16,-0.2429115,0.0754025,-3.222,0.001275,0.440814,0.120907,3.646,0.000266,4.06E-15,0.016858141,0.059156438
HC151,DQB1_602-B_4402,0.901515,0.044704,20.167,2.00E-16,-0.23644,0.086342,-2.738,0.00617,-0.088337,0.116386,-0.759,0.44785,4.06E-15,0.076315205,1
HC151,DQB1_602-DQA1_201,8.35E-01,4.57E-02,18.268,2.00E-16,-2.30E-01,7.49E-02,-3.07,0.00214,4.45E-01,1.20E-01,3.706,0.00021,4.06E-15,0.02762843,0.049032719
HC151,DQB1_602-DQA1_101,9.31E-01,4.47E-02,20.819,2.00E-16,3.44E-02,6.80E-02,0.506,0.6132,-3.53E-01,1.38E-01,-2.561,0.0104,4.06E-15,1,0.94422479
HC151,DQB1_602-DQA1_103,9.05E-01,4.26E-02,21.241,2.00E-16,-1.59E-01,1.15E-01,-1.385,0.1661,-4.52E-01,2.51E-01,-1.799,0.072,4.06E-15,1,1
HC151,DQB1_602-C_304,0.875705,0.044031,19.888,2.00E-16,-0.358127,0.105555,-3.393,0.000692,0.213939,0.13325,1.606,0.108373,4.06E-15,0.009462721,1
HC151,DQB1_602-DRB1_1301,0.9089721,0.042471,21.402,2.00E-16,-0.1091644,0.1167258,-0.935,0.3497,-0.5761108,0.2694796,-2.138,0.0325,4.06E-15,1,1
HC151,DQB1_602-B_2705,0.8818214,0.042649,20.676,2.00E-16,-0.5584204,0.1626485,-3.433,0.000596,0.2819217,0.2005792,1.406,0.159861,4.06E-15,0.008210958,1
